declaring_class,mtd_name,mtd_sig
SensorEventListener2,onFlushCompleted,void onFlushCompleted (Sensor sensor)
TabWidget,onFocusChange,"void onFocusChange (View v, boolean hasFocus)"
View.OnFocusChangeListener,onFocusChange,"void onFocusChange (View v, boolean hasFocus)"
AbsListView,onFocusChanged,"void onFocusChanged (boolean gainFocus, int direction, Rect previouslyFocusedRect)"
AutoCompleteTextView,onFocusChanged,"void onFocusChanged (boolean focused, int direction, Rect previouslyFocusedRect)"
DialerFilter,onFocusChanged,"void onFocusChanged (boolean focused, int direction, Rect previouslyFocusedRect)"
Gallery,onFocusChanged,"void onFocusChanged (boolean gainFocus, int direction, Rect previouslyFocusedRect)"
GridView,onFocusChanged,"void onFocusChanged (boolean gainFocus, int direction, Rect previouslyFocusedRect)"
ListView,onFocusChanged,"void onFocusChanged (boolean gainFocus, int direction, Rect previouslyFocusedRect)"
PasswordTransformationMethod,onFocusChanged,"void onFocusChanged (View view, CharSequence sourceText, boolean focused, int direction, Rect previouslyFocusedRect)"
ReplacementTransformationMethod,onFocusChanged,"void onFocusChanged (View view, CharSequence sourceText, boolean focused, int direction, Rect previouslyFocusedRect)"
TextView,onFocusChanged,"void onFocusChanged (boolean focused, int direction, Rect previouslyFocusedRect)"
TransformationMethod,onFocusChanged,"void onFocusChanged (View view, CharSequence sourceText, boolean focused, int direction, Rect previouslyFocusedRect)"
View,onFocusChanged,"void onFocusChanged (boolean gainFocus, int direction, Rect previouslyFocusedRect)"
WebView,onFocusChanged,"void onFocusChanged (boolean focused, int direction, Rect previouslyFocusedRect)"
WindowId.FocusObserver,onFocusGained,void onFocusGained (WindowId token)
WindowId.FocusObserver,onFocusLost,void onFocusLost (WindowId token)
CaptioningManager.CaptioningChangeListener,onFontScaleChanged,void onFontScaleChanged (float fontScale)
AsyncTaskLoader,onForceLoad,void onForceLoad ()
Loader,onForceLoad,void onForceLoad ()
WebViewClient,onFormResubmission,"void onFormResubmission (WebView view, Message dontResend, Message resend)"
FragmentManager.FragmentLifecycleCallbacks,onFragmentActivityCreated,"void onFragmentActivityCreated (FragmentManager fm, Fragment f, Bundle savedInstanceState)"
FragmentManager.FragmentLifecycleCallbacks,onFragmentAttached,"void onFragmentAttached (FragmentManager fm, Fragment f, Context context)"
FragmentManager.FragmentLifecycleCallbacks,onFragmentCreated,"void onFragmentCreated (FragmentManager fm, Fragment f, Bundle savedInstanceState)"
FragmentManager.FragmentLifecycleCallbacks,onFragmentDestroyed,"void onFragmentDestroyed (FragmentManager fm, Fragment f)"
FragmentManager.FragmentLifecycleCallbacks,onFragmentDetached,"void onFragmentDetached (FragmentManager fm, Fragment f)"
FragmentManager.FragmentLifecycleCallbacks,onFragmentPaused,"void onFragmentPaused (FragmentManager fm, Fragment f)"
FragmentManager.FragmentLifecycleCallbacks,onFragmentPreAttached,"void onFragmentPreAttached (FragmentManager fm, Fragment f, Context context)"
FragmentManager.FragmentLifecycleCallbacks,onFragmentPreCreated,"void onFragmentPreCreated (FragmentManager fm, Fragment f, Bundle savedInstanceState)"
FragmentManager.FragmentLifecycleCallbacks,onFragmentResumed,"void onFragmentResumed (FragmentManager fm, Fragment f)"
FragmentManager.FragmentLifecycleCallbacks,onFragmentSaveInstanceState,"void onFragmentSaveInstanceState (FragmentManager fm, Fragment f, Bundle outState)"
FragmentManager.FragmentLifecycleCallbacks,onFragmentStarted,"void onFragmentStarted (FragmentManager fm, Fragment f)"
FragmentManager.FragmentLifecycleCallbacks,onFragmentStopped,"void onFragmentStopped (FragmentManager fm, Fragment f)"
FragmentManager.FragmentLifecycleCallbacks,onFragmentViewCreated,"void onFragmentViewCreated (FragmentManager fm, Fragment f, View v, Bundle savedInstanceState)"
FragmentManager.FragmentLifecycleCallbacks,onFragmentViewDestroyed,"void onFragmentViewDestroyed (FragmentManager fm, Fragment f)"
SurfaceTexture.OnFrameAvailableListener,onFrameAvailable,void onFrameAvailable (SurfaceTexture surfaceTexture)
Window.OnFrameMetricsAvailableListener,onFrameMetricsAvailable,"void onFrameMetricsAvailable (Window window, FrameMetrics frameMetrics, int dropCountSinceLastInvocation)"
MediaCodec.OnFrameRenderedListener,onFrameRendered,"void onFrameRendered (MediaCodec codec, long presentationTimeUs, long nanoTime)"
ProxyFileDescriptorCallback,onFsync,void onFsync ()
BackupAgent,onFullBackup,void onFullBackup (FullBackupDataOutput data)
View.OnGenericMotionListener,onGenericMotion,"boolean onGenericMotion (View v, MotionEvent event)"
AbstractInputMethodService,onGenericMotionEvent,boolean onGenericMotionEvent (MotionEvent event)
Activity,onGenericMotionEvent,boolean onGenericMotionEvent (MotionEvent event)
BaseMovementMethod,onGenericMotionEvent,"boolean onGenericMotionEvent (TextView widget, Spannable text, MotionEvent event)"
Dialog,onGenericMotionEvent,boolean onGenericMotionEvent (MotionEvent event)
GestureDetector,onGenericMotionEvent,boolean onGenericMotionEvent (MotionEvent ev)
HorizontalScrollView,onGenericMotionEvent,boolean onGenericMotionEvent (MotionEvent event)
InputMethodService,onGenericMotionEvent,boolean onGenericMotionEvent (MotionEvent event)
MovementMethod,onGenericMotionEvent,"boolean onGenericMotionEvent (TextView widget, Spannable text, MotionEvent event)"
ScrollView,onGenericMotionEvent,boolean onGenericMotionEvent (MotionEvent event)
StackView,onGenericMotionEvent,boolean onGenericMotionEvent (MotionEvent event)
TextView,onGenericMotionEvent,boolean onGenericMotionEvent (MotionEvent event)
TvInputService.Session,onGenericMotionEvent,boolean onGenericMotionEvent (MotionEvent event)
View,onGenericMotionEvent,boolean onGenericMotionEvent (MotionEvent event)
WebView,onGenericMotionEvent,boolean onGenericMotionEvent (MotionEvent event)
WebChromeClient,onGeolocationPermissionsHidePrompt,void onGeolocationPermissionsHidePrompt ()
WebChromeClient,onGeolocationPermissionsShowPrompt,"void onGeolocationPermissionsShowPrompt (String origin, GeolocationPermissions.Callback callback)"
AccessibilityService,onGesture,boolean onGesture (int gestureId)
GestureOverlayView.OnGestureListener,onGesture,"void onGesture (GestureOverlayView overlay, MotionEvent event)"
GestureOverlayView.OnGestureListener,onGestureCancelled,"void onGestureCancelled (GestureOverlayView overlay, MotionEvent event)"
FingerprintGestureController.FingerprintGestureCallback,onGestureDetected,void onGestureDetected (int gesture)
FingerprintGestureController.FingerprintGestureCallback,onGestureDetectionAvailabilityChanged,void onGestureDetectionAvailabilityChanged (boolean available)
GestureOverlayView.OnGestureListener,onGestureEnded,"void onGestureEnded (GestureOverlayView overlay, MotionEvent event)"
GestureOverlayView.OnGesturePerformedListener,onGesturePerformed,"void onGesturePerformed (GestureOverlayView overlay, Gesture gesture)"
GestureOverlayView.OnGestureListener,onGestureStarted,"void onGestureStarted (GestureOverlayView overlay, MotionEvent event)"
GestureOverlayView.OnGesturingListener,onGesturingEnded,void onGesturingEnded (GestureOverlayView overlay)
GestureOverlayView.OnGesturingListener,onGesturingStarted,void onGesturingStarted (GestureOverlayView overlay)
ChooserTargetService,onGetChooserTargets,"List<ChooserTarget> onGetChooserTargets (ComponentName targetActivityName, IntentFilter matchedFilter)"
ActionMode.Callback2,onGetContentRect,"void onGetContentRect (ActionMode mode, View view, Rect outRect)"
EditTextPreference,onGetDefaultValue,"Object onGetDefaultValue (TypedArray a, int index)"
ListPreference,onGetDefaultValue,"Object onGetDefaultValue (TypedArray a, int index)"
MultiSelectListPreference,onGetDefaultValue,"Object onGetDefaultValue (TypedArray a, int index)"
Preference,onGetDefaultValue,"Object onGetDefaultValue (TypedArray a, int index)"
RingtonePreference,onGetDefaultValue,"Object onGetDefaultValue (TypedArray a, int index)"
TwoStatePreference,onGetDefaultValue,"Object onGetDefaultValue (TypedArray a, int index)"
TextToSpeechService,onGetDefaultVoiceNameFor,"String onGetDefaultVoiceNameFor (String lang, String country, String variant)"
SettingInjectorService,onGetEnabled,boolean onGetEnabled ()
Transition.EpicenterCallback,onGetEpicenter,Rect onGetEpicenter (Transition transition)
TextToSpeechService,onGetFeaturesForLanguage,"Set<String> onGetFeaturesForLanguage (String lang, String country, String variant)"
FragmentHostCallback,onGetHost,E onGetHost ()
PreferenceActivity,onGetInitialHeader,PreferenceActivity.Header onGetInitialHeader ()
MidiDeviceService,onGetInputPortReceivers,MidiReceiver[] onGetInputPortReceivers ()
TextToSpeechService,onGetLanguage,String[] onGetLanguage ()
Fragment,onGetLayoutInflater,LayoutInflater onGetLayoutInflater (Bundle savedInstanceState)
FragmentHostCallback,onGetLayoutInflater,LayoutInflater onGetLayoutInflater ()
PreferenceActivity,onGetNewHeader,PreferenceActivity.Header onGetNewHeader ()
RemoteControlClient.OnGetPlaybackPositionListener,onGetPlaybackPosition,long onGetPlaybackPosition ()
MediaBrowserService,onGetRoot,"MediaBrowserService.BrowserRoot onGetRoot (String clientPackageName, int clientUid, Bundle rootHints)"
SpellCheckerSession.SpellCheckerSessionListener,onGetSentenceSuggestions,void onGetSentenceSuggestions (SentenceSuggestionsInfo[] results)
SpellCheckerService.Session,onGetSentenceSuggestionsMultiple,"SentenceSuggestionsInfo[] onGetSentenceSuggestionsMultiple (TextInfo[] textInfos, int suggestionsLimit)"
ProxyFileDescriptorCallback,onGetSize,long onGetSize ()
SpellCheckerService.Session,onGetSuggestions,"SuggestionsInfo onGetSuggestions (TextInfo textInfo, int suggestionsLimit)"
SpellCheckerSession.SpellCheckerSessionListener,onGetSuggestions,void onGetSuggestions (SuggestionsInfo[] results)
SpellCheckerService.Session,onGetSuggestionsMultiple,"SuggestionsInfo[] onGetSuggestionsMultiple (TextInfo[] textInfos, int suggestionsLimit, boolean sequentialWords)"
SettingInjectorService,onGetSummary,String onGetSummary ()
VoiceInteractionSession,onGetSupportedCommands,boolean[] onGetSupportedCommands (String[] commands)
RemoteViewsService,onGetViewFactory,RemoteViewsService.RemoteViewsFactory onGetViewFactory (Intent intent)
TextToSpeechService,onGetVoices,List<Voice> onGetVoices ()
FragmentHostCallback,onGetWindowAnimations,int onGetWindowAnimations ()
ViewTreeObserver.OnGlobalFocusChangeListener,onGlobalFocusChanged,"void onGlobalFocusChanged (View oldFocus, View newFocus)"
WebView,onGlobalFocusChanged,"void onGlobalFocusChanged (View oldFocus, View newFocus)"
AbsListView,onGlobalLayout,void onGlobalLayout ()
NativeActivity,onGlobalLayout,void onGlobalLayout ()
ViewTreeObserver.OnGlobalLayoutListener,onGlobalLayout,void onGlobalLayout ()
GnssMeasurementsEvent.Callback,onGnssMeasurementsReceived,void onGnssMeasurementsReceived (GnssMeasurementsEvent eventArgs)
GnssNavigationMessage.Callback,onGnssNavigationMessageReceived,void onGnssNavigationMessageReceived (GnssNavigationMessage event)
GpsStatus.Listener,onGpsStatusChanged,void onGpsStatusChanged (int event)
ExpandableListView.OnGroupClickListener,onGroupClick,"boolean onGroupClick (ExpandableListView parent, View v, int groupPosition, long id)"
ExpandableListActivity,onGroupCollapse,void onGroupCollapse (int groupPosition)
ExpandableListView.OnGroupCollapseListener,onGroupCollapse,void onGroupCollapse (int groupPosition)
BaseExpandableListAdapter,onGroupCollapsed,void onGroupCollapsed (int groupPosition)
CursorTreeAdapter,onGroupCollapsed,void onGroupCollapsed (int groupPosition)
ExpandableListAdapter,onGroupCollapsed,void onGroupCollapsed (int groupPosition)
ExpandableListActivity,onGroupExpand,void onGroupExpand (int groupPosition)
ExpandableListView.OnGroupExpandListener,onGroupExpand,void onGroupExpand (int groupPosition)
BaseExpandableListAdapter,onGroupExpanded,void onGroupExpanded (int groupPosition)
ExpandableListAdapter,onGroupExpanded,void onGroupExpanded (int groupPosition)
WifiP2pManager.GroupInfoListener,onGroupInfoAvailable,void onGroupInfoAvailable (WifiP2pGroup group)
VoiceInteractionSession,onHandleAssist,"void onHandleAssist (Bundle data, AssistStructure structure, AssistContent content)"
VoiceInteractionSession,onHandleAssistSecondary,"void onHandleAssistSecondary (Bundle data, AssistStructure structure, AssistContent content, int index, int count)"
IntentService,onHandleIntent,void onHandleIntent (Intent intent)
VoiceInteractionSession,onHandleScreenshot,void onHandleScreenshot (Bitmap screenshot)
TvInputService.HardwareSession,onHardwareVideoAvailable,void onHardwareVideoAvailable ()
TvInputService.HardwareSession,onHardwareVideoUnavailable,void onHardwareVideoUnavailable (int reason)
FragmentContainer,onHasView,boolean onHasView ()
FragmentHostCallback,onHasView,boolean onHasView ()
FragmentHostCallback,onHasWindowAnimations,boolean onHasWindowAnimations ()
PreferenceActivity,onHeaderClick,"void onHeaderClick (PreferenceActivity.Header header, int position)"
BluetoothHealthCallback,onHealthAppConfigurationStatusChange,"void onHealthAppConfigurationStatusChange (BluetoothHealthAppConfiguration config, int status)"
BluetoothHealthCallback,onHealthChannelStateChange,"void onHealthChannelStateChange (BluetoothHealthAppConfiguration config, BluetoothDevice device, int prevState, int newState, ParcelFileDescriptor fd, int channelId)"
Fragment,onHiddenChanged,void onHiddenChanged (boolean hidden)
VoiceInteractionSession,onHide,void onHide ()
WebChromeClient,onHideCustomView,void onHideCustomView ()
Conference,onHold,void onHold ()
View.OnHoverListener,onHover,"boolean onHover (View v, MotionEvent event)"
View,onHoverChanged,void onHoverChanged (boolean hovered)
KeyboardView,onHoverEvent,boolean onHoverEvent (MotionEvent event)
View,onHoverEvent,boolean onHoverEvent (MotionEvent event)
WebView,onHoverEvent,boolean onHoverEvent (MotionEvent event)
IdentityChangedListener,onIdentityChanged,void onIdentityChanged (byte[] mac)
ImageReader.OnImageAvailableListener,onImageAvailable,void onImageAvailable (ImageReader reader)
ImageWriter.OnImageReleasedListener,onImageReleased,void onImageReleased (ImageWriter writer)
Fragment,onInflate,"void onInflate (Activity activity, AttributeSet attrs, Bundle savedInstanceState)"
Fragment,onInflate,"void onInflate (AttributeSet attrs, Bundle savedInstanceState)"
Fragment,onInflate,"void onInflate (Context context, AttributeSet attrs, Bundle savedInstanceState)"
ViewStub.OnInflateListener,onInflate,"void onInflate (ViewStub stub, View inflated)"
DrmManagerClient.OnInfoListener,onInfo,"void onInfo (DrmManagerClient client, DrmInfoEvent event)"
MediaPlayer.OnInfoListener,onInfo,"boolean onInfo (MediaPlayer mp, int what, int extra)"
MediaRecorder.OnInfoListener,onInfo,"void onInfo (MediaRecorder mr, int what, int extra)"
TextToSpeech.OnInitListener,onInit,void onInit (int status)
View,onInitializeAccessibilityEvent,void onInitializeAccessibilityEvent (AccessibilityEvent event)
View.AccessibilityDelegate,onInitializeAccessibilityEvent,"void onInitializeAccessibilityEvent (View host, AccessibilityEvent event)"
View,onInitializeAccessibilityNodeInfo,void onInitializeAccessibilityNodeInfo (AccessibilityNodeInfo info)
View.AccessibilityDelegate,onInitializeAccessibilityNodeInfo,"void onInitializeAccessibilityNodeInfo (View host, AccessibilityNodeInfo info)"
AbsListView,onInitializeAccessibilityNodeInfoForItem,"void onInitializeAccessibilityNodeInfoForItem (View view, int position, AccessibilityNodeInfo info)"
